S/S Group,S/S or Busbar Name Node,Primary Voltage (kV),S/S or Busbar Name Node 2,Secondary Voltage (kV),Vector Group,Positive Sequence Impedance R (% on 100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Zero Sequence Reactance X (% on 100 MVA Base),Minimum Tap %,Maximum Tap %,Transformer Rating (MVA),Reverse Power Capability (MVA),Method of Earthing,Licence Area,Transformer Substation,"Substation Class (Primary, BSP)",Geo Point
KIRKSTALL,Kirkstall C 2/5 GT5,132.0,Not given for Yorkshire,33.0,Yd9,0.44,25.69,24.53,-20.0,10.0,90.0,90,Solid,Yorkshire,Kirkstall C 2/5,BSP,
KIRKSTALL,Kirkstall C 2/5 GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.43,25.71,24.53,-20.0,10.0,90.0,90,Solid,Yorkshire,Kirkstall C 2/5,BSP,
KIRKSTALL,IVESON HOUSE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Iveson House,Primary,
KIRKSTALL,FIR TREE LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.3,500,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Fir Tree Lane,Primary,
KIRKSTALL,FARNLEY CRESCENT T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Farnley Crescent,Primary,
KIRKSTALL,BURLEY STREET T1,33.0,Not given for Yorkshire,11.5,Yy0,2.38,84.53,84.53,-10.0,10.0,40.0,40,Solid,Yorkshire,Burley Street,Primary,
KIRKSTALL,Beeston Royds 33/11kV T6,33.0,Not given for Yorkshire,11.5,Yy0,6.96,126.65,495.86,-15.0,5.0,40.0,40,Impedance,Yorkshire,Beeston Royds 33/11kV,Primary,
KIRKSTALL,Beeston Royds 33/11kV T5,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,9.375,Solid,Yorkshire,Beeston Royds 33/11kV,Primary,
KIRKSTALL,Beeston Royds 33/11kV T4,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,9.375,Solid,Yorkshire,Beeston Royds 33/11kV,Primary,
KIRKSTALL,Beeston Royds 132/33kV GT3,132.0,Not given for Yorkshire,33.0,Yd9,0.32,26.96,25.19,-20.0,10.0,90.0,90,Solid,Yorkshire,Beeston Royds 132/33kV,BSP,
KIRKSTALL,Beeston Royds 132/33kV GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.31,26.76,25.19,-20.0,10.0,90.0,90,Solid,Yorkshire,Beeston Royds 132/33kV,BSP,
KIRKSTALL,ABBEY ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,94.3,500,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Abbey Road,Primary,
KNAREBOROUGH,Harrogate GT4B,132.0,Harrogate GT4B,33.0,Yd11,0.99,26.08,Not given for Northeast,-20.0,10.0,60.0,60,Solid / Impedance,Northeast,Harrogate 132/33kV,BSP,
KNAREBOROUGH,Harrogate GT3B,132.0,Harrogate GT3B,33.0,Yd11,1.01,25.91,Not given for Northeast,-20.0,10.0,60.0,60,Solid / Impedance,Northeast,Harrogate 132/33kV,BSP,
KNAREBOROUGH,Harrogate GT3A,132.0,Harrogate GT3A,11.0,Yd11,3.22,65.12,Not given for Northeast,-20.0,10.0,30.0,30,Solid / Impedance,Northeast,Harrogate 132/11kV,Primary,
KNAREBOROUGH,Wormald Green GT4,132.0,Wormald Green GT4,33.0,Yd1,1.4,34.97,Not given for Northeast,-12.0,6.0,60.0,60,Solid / Impedance,Northeast,Wormald Green 132/33kV,BSP,
KNAREBOROUGH,Sowerby,33.0,Sowerby,11.0,Yy6,3.09,85.78,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Sowerby,Primary,
KNAREBOROUGH,Oatlands T1,33.0,Oatlands,11.0,Yy6,3.8,84.4,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Oatlands,Primary,
KNAREBOROUGH,Harrogate West T1,33.0,Harrogate West,11.0,YNyn6,3.68,84.87,Not given for Northeast,-17.2,5.7,30.0,NOT KNOWN,NER Impedance,Northeast,Harrogate West,Primary,
KNAREBOROUGH,Darley,33.0,Darley,11.0,Yy6,4.88,77.95,Not given for Northeast,-15.0,6.0,10.0,10,Solid / Impedance,Northeast,Darley,Primary,
KNAREBOROUGH,Coneythorpe T2,33.0,Coneythorpe,11.0,Yy6,5.17,76.0,Not given for Northeast,-10.0,10.0,24.0,24,Solid / Impedance,Northeast,Coneythorpe,Primary,
KNAREBOROUGH,Coneythorpe T1,33.0,Coneythorpe,11.0,Yy6,5.19,75.92,Not given for Northeast,-10.0,10.0,24.0,12,NER,Northeast,Coneythorpe,Primary,
LACKENBY,Carlin How T1 T3,66.0,"Carlin How (T3,T4)",11.5,Dy11,4.69,83.3,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Carlin How T3 T4,Primary,
LACKENBY,Spencerbeck T2,66.0,Spencerbeck,11.5,Dy11,0.4,59.75,Not given for Northeast,-17.16,5.72,40.0,40,Solid / Impedance,Northeast,Spencerbeck,Primary,
LACKENBY,Spencerbeck T1,66.0,Spencerbeck,11.5,Dy11,0.4,59.9,Not given for Northeast,-17.16,5.72,40.0,40,Solid / Impedance,Northeast,Spencerbeck,Primary,
LACKENBY,Prissick T1,66.0,Prissick,11.5,Dy11,5.04,83.0,Not given for Northeast,-15.0,6.0,18.75,0,Solid / Impedance,Northeast,Prissick,Primary,
LACKENBY,Grangetown T1,66.0,Grangetown,11.5,Dy11,3.7,94.0,Not given for Northeast,-15.0,6.0,24.0,0,Solid / Impedance,Northeast,Grangetown,Primary,
NORTON,Wensleydale T2,33.0,Wensleydale,11.5,Yy6,6.31,101.3,Not given for Northeast,-15.0,4.5,14.0,NOT KNOWN,Solid / Impedance,Northeast,Wensleydale,Primary,
NORTON,Thirsk T2 33kV,33.0,Thirsk,11.5,Yy6,6.23,99.3,Not given for Northeast,-15.0,4.5,14.0,NOT KNOWN,Solid / Impedance,Northeast,Thirsk,Primary,
NORTON,Rudby T2,33.0,Rudby,11.5,Yy6,8.4,100.4,Not given for Northeast,-10.0,10.0,15.0,NOT KNOWN,Solid / Impedance,Northeast,Rudby,Primary,
NORTON,Rudby T1,33.0,Rudby,11.5,Yy6,8.45,99.33,Not given for Northeast,-10.0,10.0,15.0,NOT KNOWN,Solid / Impedance,Northeast,Rudby,Primary,
NORTON,Rise Carr T1,33.0,Rise Carr T,6.0,Yy6,4.27,85.0,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Rise Carr,Primary,
NORTON,Norton GT1,132.0,Norton,11.0,Yd11,1.88,98.25,Not given for Northeast,-20.0,10.0,40.0,40,Solid / Impedance,Northeast,Norton 132/11kV,Primary,
NORTON,Northallerton T2,33.0,Northallerton T2,11.5,Yy6,2.53,67.95,Not given for Northeast,-15.0,4.5,18.5,18.5,Solid / Impedance,Northeast,Northallerton,Primary,
NORTON,Newton Aycliffe South T2,33.0,Newton Aycliffe South,11.5,Yy6,4.25,67.7,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Newton Aycliffe South,Primary,
NORTON,Millbank Lane T1,33.0,Millbank Lane,11.5,Yy6,4.09,63.6,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Millbank Lane,Primary,
NORTON,Hipswell T2,33.0,Hipswell,11.5,Yy6,4.08,80.0,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Hipswell,Primary,
NORTON,Hipswell T1,33.0,Hipswell,11.5,Yy6,4.08,80.0,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Hipswell,Primary,
NORTON,Darlington GT2,132.0,Darlington GT,6.0,Yd1,2.64,32.56,Not given for Northeast,-20.0,10.0,30.0,30,Solid / Impedance,Northeast,Darlington 132/6kV,Primary,
NORTON,Darlington East T2,33.0,Darlington East,11.5,Yy6,5.1,83.18,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Darlington East,Primary,
NORTON,Darlington East T1,33.0,Darlington East,11.5,Yy6,5.1,83.18,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Darlington East,Primary,
NORTON,Darlington Central T2,33.0,Darlington Central,11.5,Yy6,2.78,76.56,Not given for Northeast,-15.0,6.0,32.0,32,Solid / Impedance,Northeast,Darlington Central,Primary,
NORTON,Catterick Camp T2,33.0,Catterick Camp,11.5,Yy6,4.08,62.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Catterick Camp,Primary,
NORTON,Catterick Camp T1,33.0,Catterick Camp,11.5,Yy6,4.25,64.3,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Catterick Camp,Primary,
NORTON,Bowesfield GT1,132.0,Bowesfield GT1,33.0,Yd1,0.77,25.24,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Bowesfield,BSP,
NORTON,Bowesfield,66.0,Bowesfield 33,33.0,Dy11,3.02,65.3,Not given for Northeast,-10.0,10.0,45.0,45,Solid / Impedance,Northeast,Bowesfield,BSP,
NORTON,Bowesfield,132.0,Bowesfield 33,33.0,Yd1,3.02,65.4,Not given for Northeast,-10.0,10.0,90.0,90,Solid / Impedance,Northeast,Bowesfield,BSP,
NORTON,Aycliffe Forrest T1,33.0,Aycliffe Forrest 11kV (Est,11.5,Yy6,3.34,83.8,Not given for Northeast,-10.0,10.0,30.0,NOT KNOWN,Solid / Impedance,Northeast,Aycliffe Forrest,Primary,
NORTON,Acklam T2,33.0,Acklam,11.5,Yy6,4.45,89.1,Not given for Northeast,-15.0,6.0,24.0,12,Solid / Impedance,Northeast,Acklam,Primary,
NORTON,Acklam T1,33.0,Acklam,11.5,Yy6,4.51,88.8,Not given for Northeast,-15.0,6.0,24.0,12,Solid / Impedance,Northeast,Acklam,Primary,
NORTON LEES,NORFOLK PARK T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.3,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Norfolk Park,Primary,
NORTON LEES,GLEADLESS VALLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Gleadless Valley,Primary,
OSBALDWICK,Whitby West T1,33.0,Whitby West,11.5,Yy6,4.17,78.25,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Whitby West T1,Primary,
OSBALDWICK,Yedingham,66.0,Yedingham,11.5,Dy11,1.68,92.82,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Yedingham,Primary,
OSBALDWICK,Scarborough T3,66.0,Scarborough,11.5,Dy11,4.2,75.63,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Scarborough 66/11kV,Primary,
OSBALDWICK,Rawcliffe Lane T1,33.0,Rawcliffe Lane,11.5,Dy11,4.29,65.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Rawcliffe Lane,Primary,
OSBALDWICK,North Street T2,33.0,North Street,11.5,Yy6,4.77,83.3,Not given for Northeast,-10.0,10.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,North Street,Primary,
PITSMOOR,STEVENSON ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Stevenson Road,Primary,
PITSMOOR,NEWHALL RD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.3,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Newhall Road,Primary,
PITSMOOR,BELLHOUSE RD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,78.5,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Bellhouse Road,Primary,
PITSMOOR,BARNSLEY ROAD T1,33.0,Not given for Yorkshire,11.5,Yy0,7.56,97.89,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Barnsley Road,Primary,
SALTEND NORTH,YORKSHIRE WATER HULL ROAD T1,33.0,Not given for Yorkshire,11.5,Yy0,4.0,73.46,73.46,-5.0,15.0,24.0,24,Solid,Yorkshire,Yorkshire Water Hull Road,Primary,
SALTEND NORTH,WITHERNSEA,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Withernsea,Primary,
SALTEND NORTH,WESTCOTT STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Westcott Street,Primary,
SALTEND NORTH,OTTRINGHAM ROAD,33.0,Not given for Yorkshire,11.5,Yy0,4.0,74.6,74.6,-10.0,10.0,24.0,24,Solid,Yorkshire,Ottringham Road,Primary,
SALTEND NORTH,Hull East 33/11kV T1,33.0,Not given for Yorkshire,11.5,Yy0,6.6,108.88,108.88,-10.0,10.0,25.0,25,Solid,Yorkshire,Hull East 33/11kV,Primary,
SALTEND NORTH,Hull East 132/33kV GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.8,23.6,20.8,-20.0,10.0,90.0,90,Solid,Yorkshire,Hull East 132/33kV,BSP,
SALTEND NORTH,HEDON ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Hedon Road,Primary,
SALTEND NORTH,ELLIFOOT LANE,33.0,Not given for Yorkshire,11.5,Yy0,3.9,78.44,78.44,-10.0,10.0,25.0,25,Solid,Yorkshire,Ellifoot Lane,Primary,
SALTHOLME,Tees Industrial T1 T3,66.0,Tees Industrial T3 T4,11.5,Dy11,5.13,101.25,Not given for Northeast,-15.0,6.0,19.0,19,Solid / Impedance,Northeast,Tees Industrial T1 T2,Primary,
SALTHOLME,Seal Sands GT2,132.0,Seal Sands GT2,66.0,Yy0,0.77,19.42,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Seal Sands,BSP,
SALTHOLME,North Bank GT2,132.0,North Bank GT2,11.0,Yd11,5.31,92.94,Not given for Northeast,-20.0,10.0,60.0,NOT KNOWN,Solid / Impedance,Northeast,North Bank,Primary,
SHEFFIELD CITY,PARK HILL T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Park Hill,Primary,
SHEFFIELD CITY,ARUNDEL STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Arundel Street,Primary,
SKELTON GRANGE,ALLERTON HILL T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.7,66.7,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Allerton Hill T2,Primary,
SKELTON GRANGE,YORK ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,67.8,64.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,York Road,Primary,"54.00733447935503, -1.4400731742662989"
SKELTON GRANGE,WIBSEY T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.7,66.7,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Wibsey,Primary,
SKELTON GRANGE,Whitehall Road 4/5 T3,33.0,Not given for Yorkshire,11.5,Yy0,7.49,95.96,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Whitehall Road 4/5,Primary,
SKELTON GRANGE,Whitehall Road 2/3 T2,33.0,Not given for Yorkshire,11.5,Yy0,7.95,96.15,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Whitehall Road 2/3,Primary,
SKELTON GRANGE,WHITE LEE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,White Lee,Primary,
SKELTON GRANGE,WHITE LEE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,White Lee,Primary,
SKELTON GRANGE,WAKEFIELD NORTH GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,27.5,24.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Wakefield North,BSP,
SKELTON GRANGE,Stourton 33/11kV T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,67.6,67.6,-15.0,5.0,18.75,9.375,Solid,Yorkshire,Stourton 33/11kV,Primary,
SKELTON GRANGE,STAYGATE GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.48,20.03,18.53,-20.0,10.0,120.0,120,Solid,Yorkshire,Staygate,BSP,
SKELTON GRANGE,STAYGATE GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.48,19.99,18.53,-20.0,10.0,120.0,120,Solid,Yorkshire,Staygate,BSP,
SKELTON GRANGE,SPRING MILL STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,79.6,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Spring Mill Street,Primary,
SKELTON GRANGE,Saint Andrews Road 33/11kV T4,33.0,Not given for Yorkshire,11.0,Yy0,5.0,95.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Saint Andrews Road 33/11kV,Primary,
SKELTON GRANGE,Saint Andrews Road 33/11kV T3,33.0,Not given for Yorkshire,11.0,Yy0,5.0,96.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Saint Andrews Road 33/11kV,Primary,
SKELTON GRANGE,Saint Andrews Road 132/33kV GT2,132.0,Not given for Yorkshire,33.0,Yd9,1.0,25.98,22.08,-20.0,10.0,90.0,90,Solid,Yorkshire,Saint Andrews Road 132/33kV,BSP,
SKELTON GRANGE,Saint Andrews Road 132/33kV GT1,132.0,Not given for Yorkshire,33.0,Yd9,1.0,25.87,21.99,-20.0,10.0,90.0,90,Solid,Yorkshire,Saint Andrews Road 132/33kV,BSP,
SKELTON GRANGE,RODLEY LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,8.0,95.0,95,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Rodley Lane,Primary,
SKELTON GRANGE,RODLEY LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,8.0,95.0,95,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Rodley Lane,Primary,
SKELTON GRANGE,RODLEY GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.65,26.4,23.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Rodley,BSP,
SKELTON GRANGE,NAB LANE,33.0,Not given for Yorkshire,11.5,Yy0,6.63,83.59,572.14,-10.0,10.0,25.0,25,Impedance,Yorkshire,Nab Lane,Primary,
SKELTON GRANGE,LEEDS NORTH GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,25.0,22,-20.0,10.0,90.0,90,Solid,Yorkshire,Leeds North,BSP,
SKELTON GRANGE,LEASOWE ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,91.3,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Leasowe Road,Primary,
SKELTON GRANGE,KENMORE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,68.83,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Kenmore Road,Primary,
SKELTON GRANGE,HILLCREST T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.8,66.8,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Hillcrest,Primary,
SKELTON GRANGE,FOLLY HALL T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Folly Hall,Primary,
SKELTON GRANGE,FOLLY HALL T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Folly Hall,Primary,
SKELTON GRANGE,DUDLEY HILL T2,33.0,Not given for Yorkshire,11.5,Yy0,3.9,76.8,500,-10.0,10.0,25.0,25,Impedance,Yorkshire,Dudley Hill,Primary,
SKELTON GRANGE,DALTON T2,33.0,Not given for Yorkshire,11.0,Yy0,4.85,73.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Dalton,Primary,"55.043448296811185, -1.827010645299767"
SKELTON GRANGE,DALTON T1,33.0,Not given for Yorkshire,11.0,Yy0,4.85,72.4,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Dalton,Primary,"55.043448296811185, -1.827010645299767"
SKELTON GRANGE,CLARENCE ROAD T2,33.0,Not given for Yorkshire,11.5,Yy0,7.87,121.21,578.5,-10.0,10.0,30.0,NOT KNOWN,Impedance,Yorkshire,Clarence Road,Primary,"54.588885679227175, -1.2323171725537199"
SKELTON GRANGE,CARLTON HILL T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.8,65.8,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Carlton Hill,Primary,
SKELTON GRANGE,BUSLINGTHORPE GREEN T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,92.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Buslingthorpe Green,Primary,
SKELTON GRANGE,BIRKBY T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Birkby,Primary,"54.41470035345895, -1.4888695379230545"
SKELTON GRANGE,ALVERTHORPE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.2,65.5,-15.0,5.0,18.75,18.75,Impedance,Yorkshire,Alverthorpe Road,Primary,
SKELTON GRANGE,ALVERTHORPE ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.2,65.2,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Alverthorpe Road,Primary,
SPADEADAM,Kielder,33.0,Kielder,20.0,Dy11,6.25,162.5,Not given for Northeast,-15.0,6.0,4.0,4,Solid / Impedance,Northeast,Kielder,Primary,
SPENNYMOOR,Toronto GT2,132.0,Toronto GT2,66.0,Yy0,0.62,19.06,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Toronto,BSP,
SPENNYMOOR,Spennymoor GT3,132.0,Spennymoor GT3,66.0,Yy0,0.89,16.67,Not given for Northeast,-10.0,10.0,75.0,75,Solid / Impedance,Northeast,Spennymoor,BSP,
SPENNYMOOR,Potter House T1,66.0,Potter House,22.0,Yy0,3.04,57.0,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Potter House,Primary,
SPENNYMOOR,Potter House GT2,132.0,Potter House GT2,66.0,Yy0,0.83,20.43,Not given for Northeast,-20.0,10.0,120.0,120,Solid / Impedance,Northeast,Potter House,BSP,
SPENNYMOOR,Meadowfield T2,66.0,Meadowfield,11.5,Dy11,3.75,94.25,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Meadowfield,Primary,
SPENNYMOOR,High Flatts T2,66.0,High Flatts,11.5,Dy11,4.49,83.73,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,High Flatts,Primary,
SPENNYMOOR,Harmire Bridge T1,66.0,Harmire Bridge,20.0,Yy0,2.03,64.75,Not given for Northeast,-20.0,10.0,40.0,40,Solid / Impedance,Northeast,Harmire Bridge,Primary,
SPENNYMOOR,Fylands Bridge T2,66.0,Fylands Bridge,11.5,Dy11,4.4,81.87,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Fylands Bridge,Primary,
SPENNYMOOR,Fishburn T2,66.0,Fishburn,22.0,Yy0,3.63,63.7,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Fishburn,Primary,
SPENNYMOOR,Fishburn T1,66.0,Fishburn,22.0,Yy0,3.51,64.25,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Fishburn,Primary,
SPENNYMOOR,Durham East T1,66.0,Durham East,11.5,Dy11,4.3,82.07,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Durham East,Primary,
SPENNYMOOR,Brancepeth T1,66.0,Brancepeth,20.0,Yy0,1.91,64.52,Not given for Northeast,-15.0,6.0,40.0,40,Solid / Impedance,Northeast,Brancepeth,Primary,
SPENNYMOOR,Belmont T2,66.0,Belmont,11.5,Dy11,3.81,77.2,Not given for Northeast,-15.0,6.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Belmont,Primary,
STELLA,Westerhope T1,33.0,Westerhope,11.5,Yy6,4.1,83.27,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Westerhope,Primary,
STELLA,West Wylam T2,66.0,West Wylam,22.0,Yy0,3.64,63.3,Not given for Northeast,-10.5,10.5,30.0,NOT KNOWN,Solid / Impedance,Northeast,West Wylam,Primary,
STELLA,Team Valley T1,66.0,Team Valley (Ravensworth),22.0,Yy0,2.29,47.3,Not given for Northeast,-10.5,10.5,42.0,42,Solid / Impedance,Northeast,Team Valley,Primary,
STELLA,Ravensworth GT2,132.0,Ravensworth GT2,66.0,Yy0,0.56,16.97,Not given for Northeast,-20.0,10.0,75.0,75,Solid / Impedance,Northeast,Ravensworth,BSP,
STELLA,Newburn Haugh T2,132.0,Newburn Haugh,11.5,Yd11,2.42,98.17,Not given for Northeast,-25.0,10.0,30.0,30,Solid / Impedance,Northeast,Newburn Haugh,Primary,
STELLA,Gateshead Central T2,33.0,Gateshead Central,11.5,Yy6,3.85,70.1,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Gateshead Central,Primary,
STELLA,Gateshead Central T1,33.0,Gateshead Central,11.5,Yy6,4.18,69.2,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Gateshead Central,Primary,
STELLA,Dunston T2,66.0,Dunston,11.5,Dy11,3.82,93.0,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Dunston,Primary,
STELLA,Dunston T1,66.0,Dunston,11.5,Dy11,3.81,92.5,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Dunston,Primary,
STELLA,Corporation Street T1,33.0,Corporation Street,11.5,Yy6,3.73,83.3,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Corporation Street,Primary,
STELLA,Coalburns GT2,132.0,Coalburns GT2,66.0,Yy0,0.83,19.84,Not given for Northeast,-20.0,10.0,75.0,75,Solid / Impedance,Northeast,Coalburns,BSP,
STELLA,Coalburns GT1,132.0,Coalburns GT1,66.0,Yy0,0.47,20.18,Not given for Northeast,-20.04,10.02,90.0,90,Solid / Impedance,Northeast,Coalburns,BSP,
STELLA,Blucher T1,33.0,Blucher,11.5,Yy6,4.5,82.0,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Blucher,Primary,
STELLA,Blucher GT1,132.0,Blucher GT1,33.0,Yd1,0.59,25.33,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Blucher,BSP,
STELLA,Blaydon Burn T2,66.0,Blaydon Burn (Dunston),11.5,Dy11,4.66,85.27,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Blaydon Burn,Primary,
